transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
2730,375,103.7813389,ATM,Grocery,US,17,0.20616675,0.144367766,0
4155,826,54.19831276,ATM,Grocery,TR,22,0.092010988,0.010838117,0
4298,847,91.65205847,QR,Food,TR,18,0.266340689,0.130205171,0
9139,769,135.3354235,POS,Grocery,FR,16,0.073118504,0.083304994,0
3983,271,64.96868149,POS,Grocery,TR,16,0.01990413,0.245358985,0
8777,568,117.1648845,POS,Food,DE,10,0.127431861,0.293415566,0
2140,719,174.5891082,Online,Clothing,FR,6,0.165424726,0.210986624,0
3084,161,98.82222999,ATM,Food,TR,19,0.199317669,0.050849755,0
7706,557,101.6373824,POS,Food,TR,15,0.078412371,0.160879643,0
7574,421,138.3272376,POS,Electronics,FR,8,0.264077776,0.151247952,0
4233,561,118.6259834,ATM,Travel,FR,15,0.018631461,0.056957332,0
3826,920,109.3592014,ATM,Electronics,TR,8,0.059522479,0.029689873,0
8966,430,140.4680036,POS,Grocery,US,9,0.011949905,0.101848813,0
5329,968,120.1175994,POS,Clothing,FR,19,0.082758951,0.229978406,0
6819,927,50.68069644,POS,Travel,TR,12,0.2844115,0.214424532,0
1711,813,173.9763602,ATM,Electronics,TR,9,0.003056772,0.090951942,0
8484,879,53.25379593,POS,Electronics,FR,19,0.264798506,0.096670061,0
7710,984,26.69304334,Online,Electronics,US,17,0.252184463,0.102705296,0
4048,798,79.42255258,ATM,Food,US,8,0.013121046,0.147006986,0
4570,566,3.625878623,POS,Food,US,20,0.218252273,0.237491059,0
5474,94,123.1393693,Online,Food,UK,12,0.217111488,0.057834714,0
4669,656,90.12027156,Online,Clothing,US,19,0.15954776,0.254395833,0
2459,900,49.77455845,QR,Electronics,DE,10,0.263893864,0.065203939,0
8065,822,91.05626976,Online,Clothing,FR,16,0.137732548,0.279752884,0
2577,71,127.5826134,QR,Clothing,UK,15,0.21876076,0.122603788,0
3055,29,115.1338447,Online,Clothing,US,12,0.227314132,0.243590885,0
7148,370,159.5444268,Online,Electronics,DE,15,0.188238657,0.27224974,0
7100,122,5.482909887,ATM,Grocery,FR,15,0.045148254,0.10579345,0
9046,904,139.8297151,Online,Travel,DE,18,0.031510372,0.168759261,0
6599,550,122.5953099,Online,Clothing,US,13,0.00412656,0.126611798,0
7821,289,165.5441363,Online,Electronics,UK,18,0.070363283,0.22769297,0
4263,81,132.9033788,POS,Electronics,FR,10,0.093402281,0.168484888,0
2421,851,47.64250861,POS,Electronics,FR,22,0.167300758,0.051421084,0
9424,180,101.8452669,ATM,Food,DE,23,0.247430832,0.074947346,0
858,422,107.1882322,ATM,Grocery,FR,23,0.17919455,0.070185954,0
2617,886,91.43583378,QR,Grocery,TR,16,0.238999256,0.261074323,0
6602,687,138.7089759,Online,Electronics,UK,7,0.064396231,0.07296019,0
7364,864,103.362998,POS,Grocery,DE,14,0.113490895,0.200518548,0
8924,383,115.4729998,ATM,Travel,UK,9,0.245562614,0.040412582,0
5516,236,108.868967,ATM,Clothing,TR,17,0.008884436,0.063553189,0
430,644,101.3627816,ATM,Travel,FR,6,0.025685047,0.166551185,0
780,963,124.6119732,Online,Travel,FR,10,0.050655539,0.058284658,0
3134,313,136.8206872,ATM,Clothing,FR,6,0.117767639,0.011940461,0
6656,225,96.46399755,POS,Grocery,TR,21,0.010938495,0.017415588,0
1619,469,11.67006403,POS,Travel,UK,15,0.010273815,0.144900265,0
6718,671,76.32103401,POS,Grocery,TR,6,0.131518639,0.21249754,0
4444,573,46.34745206,QR,Food,UK,19,0.1899342,0.105754473,0
4224,49,55.52541298,ATM,Food,FR,6,0.081916912,0.137748665,0
4045,196,169.0403294,POS,Food,TR,15,0.075227855,0.247421258,0
8807,399,136.9700908,Online,Food,UK,21,0.267897129,0.159062771,0
5198,935,91.08125402,Online,Travel,UK,20,0.168182577,0.108906534,0
4094,466,209.804478,QR,Food,DE,19,0.131826879,0.112292726,0
9468,739,50.13743828,POS,Clothing,US,12,0.111691902,0.207159221,0
8627,507,101.9242764,ATM,Food,DE,7,0.122736491,0.056103236,0
9637,560,1148.378114,POS,Travel,DE,19,0.945709037,0.835616471,1
4098,541,123.5764242,Online,Clothing,US,7,0.213895572,0.225094069,0
4554,390,184.844491,POS,Food,US,13,0.022880915,0.203007077,0
9711,935,952.5479054,QR,Travel,UK,20,0.783610578,0.985521309,1
5481,532,104.4178996,Online,Food,FR,6,0.191651924,0.105711992,0
9939,291,2865.421641,ATM,Food,TR,13,0.834842896,0.904303826,1
2670,770,94.9940299,QR,Travel,DE,8,0.066903414,0.050350605,0
6904,310,1,POS,Food,DE,14,0.110508922,0.202540488,0
5261,594,32.68619384,POS,Food,UK,17,0.145775182,0.066624615,0
5119,413,78.25866044,ATM,Clothing,UK,17,0.239006436,0.128988046,0
1286,384,87.00080374,POS,Travel,TR,17,0.174591931,0.003865163,0
3477,282,122.4198508,Online,Electronics,FR,13,0.245853932,0.185244035,0
7000,992,74.89142466,POS,Grocery,UK,6,0.245766591,0.04509822,0
4910,471,200.5075425,QR,Food,US,20,0.177455685,0.012507311,0
7867,362,97.60850769,POS,Clothing,FR,9,0.001520292,0.255209491,0
2909,26,111.9967639,QR,Grocery,UK,11,0.059993684,0.025673788,0
3556,116,84.72038662,Online,Grocery,DE,6,0.101023679,0.19932663,0
1062,438,104.4550383,POS,Electronics,DE,16,0.188332128,0.188583386,0
7850,966,96.87859313,QR,Travel,DE,6,0.291924799,0.0390625,0
3658,332,75.07009822,ATM,Grocery,DE,20,0.102213305,0.279177791,0
5505,192,36.12910259,ATM,Food,US,7,0.089264989,0.058524938,0
8275,596,102.7431644,Online,Travel,US,23,0.003356229,0.114691779,0
7595,666,90.70496524,POS,Electronics,US,7,0.241913765,0.11445806,0
9723,631,2830.433626,POS,Clothing,US,4,0.925157339,0.742756582,1
5772,258,95.9253067,ATM,Travel,US,10,0.160457422,0.12052715,0
5378,707,146.7335079,Online,Food,DE,6,0.291235397,0.194938238,0
6053,258,65.08888838,POS,Electronics,FR,11,0.14543586,0.292756204,0
7396,309,103.4943998,POS,Food,UK,13,0.281913234,0.166131815,0
20,733,133.631288,POS,Clothing,US,16,0.186685132,0.27342894,0
170,590,58.46892097,QR,Clothing,FR,12,0.037991971,0.067481485,0
641,605,82.70095845,POS,Travel,US,20,0.157356526,0.189269953,0
3354,920,82.75751238,Online,Food,UK,23,0.293356678,0.203808768,0
1423,194,99.23809767,QR,Food,DE,22,0.159064458,0.138954941,0
2254,824,190.5151305,QR,Travel,TR,18,0.233258067,0.060432448,0
1640,649,128.3093468,ATM,Food,DE,18,0.020298157,0.234996998,0
7264,52,184.9006581,ATM,Food,DE,16,0.283915147,0.159409522,0
9223,554,116.5894016,POS,Food,DE,7,0.19008301,0.137320132,0
9507,706,2705.98569,QR,Electronics,FR,10,0.766691416,0.803170604,1
6208,457,91.64444361,ATM,Grocery,UK,11,0.058953751,0.189254863,0
9248,355,95.67712897,POS,Food,US,15,0.037844447,0.188813854,0
1004,140,28.79387942,Online,Travel,TR,8,0.138918983,0.144703085,0
4876,773,80.66033311,ATM,Food,FR,13,0.28735805,0.170929433,0
1049,777,147.6379845,POS,Clothing,DE,12,0.127584397,0.264785868,0
7330,393,11.07323654,POS,Clothing,UK,16,0.170588498,0.084460803,0
5266,3,168.7527246,Online,Food,TR,11,0.027660568,0.204280455,0
6209,546,135.1096456,POS,Food,DE,6,0.142376292,0.164114755,0
1515,193,124.6584917,ATM,Travel,TR,8,0.025660146,0.146211183,0
4154,221,141.2335197,QR,Travel,TR,19,0.289200755,0.156806116,0
1078,833,56.93184735,POS,Food,UK,16,0.159988112,0.158436932,0
4650,511,141.425154,POS,Clothing,DE,21,0.022563747,0.113452306,0
4181,730,170.6530422,ATM,Clothing,FR,12,0.197883038,0.212628808,0
8490,752,186.9073379,POS,Clothing,US,8,0.0367259,0.207121014,0
4305,481,88.35448963,POS,Travel,TR,17,0.019087639,0.264865182,0
2148,184,166.9388985,POS,Travel,UK,18,0.024944806,0.108870474,0
6610,49,120.9775221,POS,Travel,DE,15,0.206415789,0.11436496,0
4346,131,99.22645776,ATM,Travel,US,9,0.195380158,0.064387522,0
2021,375,149.3041946,Online,Food,UK,16,0.126887183,0.137809704,0
6992,603,96.03369018,ATM,Travel,TR,19,0.223835495,0.175155091,0
7122,951,126.7253774,QR,Food,US,11,0.159098357,0.021291655,0
8520,667,152.332418,Online,Travel,TR,10,0.056307834,0.146268793,0
7995,854,96.40617352,ATM,Travel,FR,6,0.025403031,0.052521835,0
4436,966,202.5787161,Online,Food,DE,20,0.141109232,0.114600998,0
5807,366,22.28109604,POS,Travel,FR,11,0.298662043,0.071558896,0
2714,92,147.0233504,Online,Grocery,TR,6,0.200674639,0.107573206,0
9984,63,2995.346498,ATM,Grocery,NG,11,0.863635601,0.887033838,1
7375,234,167.0860144,Online,Clothing,US,10,0.083203222,0.102645215,0
251,809,141.2977078,Online,Food,UK,22,0.107765245,0.056575831,0
9820,840,10,Online,Travel,DE,18,0.745740354,0.901842659,1
9929,735,2400.732779,QR,Food,NG,15,0.985201597,0.982508994,1
3481,657,80.7687912,ATM,Electronics,UK,11,0.150668891,0.296764234,0
9701,64,1489.051311,Online,Food,US,14,0.785583974,0.700734362,1
3952,44,92.19931703,POS,Travel,UK,8,0.033957878,0.267305326,0
7112,904,41.18853738,Online,Clothing,FR,7,0.282587841,0.133375104,0
3741,708,103.1416786,POS,Electronics,DE,20,0.00240219,0.194423823,0
5296,433,151.1380278,QR,Food,TR,19,0.049727158,0.151297033,0
9795,537,22.16842906,ATM,Clothing,US,4,0.990060765,0.92073623,1
1956,267,93.92401609,ATM,Grocery,US,6,0.025099241,0.048334679,0
8908,282,10.35247114,POS,Electronics,US,13,0.248416326,0.061447952,0
5878,69,167.4721253,Online,Food,FR,22,0.277852803,0.175972128,0
6637,662,70.38097698,POS,Food,US,7,0.210027957,0.220794182,0
2984,414,64.23687403,QR,Clothing,FR,10,0.071734448,0.089098378,0
5182,709,90.01681629,ATM,Food,TR,20,0.035312351,0.166221436,0
6129,215,74.0566416,Online,Grocery,TR,18,0.170259496,0.170565848,0
4067,593,102.3517182,ATM,Grocery,UK,19,0.098076323,0.135283766,0
4006,66,177.8052219,ATM,Electronics,US,18,0.222829771,0.207196191,0
5227,311,27.76704142,POS,Travel,FR,10,0.160328301,0.161291419,0
4087,216,1,Online,Grocery,DE,7,0.236457095,0.019811563,0
5935,791,88.52199135,Online,Clothing,TR,12,0.111749946,0.241036988,0
1051,344,56.41126295,QR,Grocery,TR,9,0.22426121,0.228704911,0
4121,547,137.5811981,POS,Travel,TR,19,0.227223894,0.144845517,0
2322,667,111.5030202,Online,Clothing,TR,22,0.280513879,0.166099344,0
1278,206,3.565928257,ATM,Clothing,FR,10,0.223560915,0.238608516,0
2009,35,125.4156478,QR,Food,US,17,0.181393151,0.102038633,0
2262,842,171.0309146,ATM,Grocery,DE,6,0.205091456,0.161799156,0
239,784,65.40343388,Online,Electronics,FR,7,0.237346432,0.061618166,0
3199,846,1,ATM,Electronics,US,21,0.050317761,0.078092533,0
5197,486,36.85773751,QR,Grocery,TR,13,0.131963827,0.053483529,0
2889,781,128.698835,Online,Electronics,US,14,0.288109539,0.094872043,0
5434,690,64.0483202,ATM,Travel,TR,7,0.062157896,0.096866809,0
2581,508,19.30044365,Online,Electronics,DE,8,0.21710938,0.166571252,0
8204,891,25.70833802,Online,Electronics,US,11,0.098711973,0.004056716,0
5352,473,176.675042,Online,Food,US,15,0.004613956,0.120624345,0
5148,203,184.8395549,Online,Electronics,UK,15,0.164149915,0.055827863,0
2879,803,107.8329416,POS,Food,DE,12,0.197355681,0.25113349,0
6626,973,158.6614546,POS,Clothing,DE,18,0.279541581,0.212505513,0
9728,572,10,ATM,Clothing,US,16,0.849482344,0.798247102,1
814,660,64.69356939,QR,Grocery,TR,11,0.135166474,0.126127438,0
8226,896,102.426957,POS,Food,DE,15,0.061794362,0.269496475,0
8156,540,134.5592079,POS,Travel,UK,6,0.280376949,0.043649083,0
4812,139,109.5365363,POS,Food,FR,11,0.027210297,0.290507785,0
7788,627,148.3270207,POS,Electronics,UK,14,0.054303822,0.032181579,0
7343,773,111.9219922,QR,Clothing,US,8,0.180485016,0.038929826,0
4026,507,91.06998353,QR,Electronics,UK,23,0.089961062,0.164243896,0
316,117,101.6127115,ATM,Grocery,TR,23,0.165049148,0.023255373,0
5012,241,92.99094032,POS,Clothing,US,17,0.212886147,0.186023581,0
8314,441,65.07234753,QR,Grocery,UK,12,0.044647138,0.293939739,0
1635,954,14.23573913,QR,Clothing,FR,22,0.10168025,0.243807599,0
2906,20,105.9007982,POS,Food,FR,22,0.010858456,0.160513923,0
7826,127,77.82567805,Online,Electronics,UK,10,0.043816981,0.237519838,0
1848,510,110.9382368,QR,Travel,UK,17,0.02661361,0.103471496,0
6186,762,65.06515324,Online,Clothing,US,21,0.171495148,0.079753667,0
4474,886,98.10501689,ATM,Electronics,TR,18,0.163919985,0.168176033,0
560,570,162.855139,POS,Clothing,FR,7,0.008645438,0.221478685,0
4685,93,48.21486611,QR,Food,UK,19,0.252913072,0.047285522,0
9500,438,1927.704051,POS,Grocery,NG,21,0.996189109,0.79918512,1
2985,338,102.7705628,Online,Clothing,UK,23,0.046384406,0.105791079,0
4996,128,77.20586323,Online,Electronics,TR,17,0.060935504,0.207809828,0
4499,679,23.01702905,Online,Grocery,TR,12,0.078275683,0.189073409,0
383,518,148.695256,QR,Grocery,TR,10,0.01069878,0.066864641,0
7817,343,135.6798744,ATM,Travel,US,23,0.137341331,0.172081343,0
9345,600,128.1405485,ATM,Travel,US,18,0.005139326,0.176415207,0
9211,601,86.7763108,Online,Clothing,TR,10,0.09721504,0.089995843,0
1041,467,84.62216324,QR,Clothing,US,11,0.254520966,0.107154585,0
8650,76,51.18303404,QR,Electronics,FR,14,0.083141245,0.180069148,0
3464,177,40.999256,POS,Travel,UK,10,0.253458368,0.231235986,0
6571,537,107.2179144,POS,Food,DE,10,0.092111311,0.192115511,0
3567,682,71.38563137,POS,Food,US,10,0.253525306,0.147602009,0
2597,25,33.75419903,POS,Clothing,DE,7,0.026977709,0.088980829,0
2858,878,163.7562202,QR,Food,FR,8,0.21660427,0.189276729,0
4107,721,36.31285573,Online,Food,TR,13,0.137533623,0.02797891,0
4195,483,161.7084929,QR,Electronics,UK,23,0.268664125,0.00216004,0
4821,747,31.58753775,Online,Electronics,TR,19,0.068822661,0.06118172,0
6518,947,73.39353113,POS,Electronics,US,20,0.294034893,0.08500555,0
4603,179,38.74082507,POS,Travel,FR,13,0.27813871,0.107169519,0
5156,782,177.5718883,Online,Electronics,TR,22,0.089081169,0.034261716,0
7602,880,96.2958669,ATM,Grocery,DE,7,0.052443874,0.237837748,0
9307,63,143.7802465,Online,Clothing,FR,12,0.183345573,0.292517458,0
9575,622,1110.128547,ATM,Electronics,US,4,0.975857588,0.834083675,1
2344,569,101.9351147,QR,Electronics,TR,10,0.299529751,0.165355861,0
2379,183,103.2269032,ATM,Electronics,UK,11,0.05385539,0.186279307,0
3176,598,123.4118805,Online,Travel,US,20,0.286744688,0.016404446,0
7796,604,23.93701802,Online,Grocery,TR,13,0.215019362,0.144717341,0
9138,110,111.0438113,Online,Clothing,FR,17,0.289263661,0.047701054,0
3299,210,99.46287267,ATM,Food,FR,23,0.178716917,0.247865087,0
5656,199,182.6342732,QR,Clothing,DE,11,0.234107749,0.22982072,0
1781,767,81.49683577,ATM,Clothing,FR,10,0.038018053,0.277690203,0
8105,809,149.549809,QR,Grocery,DE,12,0.196192844,0.280128445,0
688,660,129.5002381,ATM,Travel,TR,23,0.008673686,0.287151704,0
9119,684,104.9351984,QR,Food,TR,15,0.15932066,0.016758049,0
2963,953,56.01805336,POS,Clothing,DE,7,0.164256901,0.29008857,0
4977,873,95.1309497,QR,Electronics,DE,19,0.074805973,0.274511557,0
842,868,111.5628874,POS,Clothing,TR,21,0.153590077,0.080876234,0
5231,877,186.939918,Online,Food,US,22,0.044503883,0.054236076,0
71,684,88.56324869,POS,Clothing,US,9,0.187692983,0.25285144,0
4538,339,1,ATM,Clothing,TR,10,0.214853799,0.005978736,0
6903,59,29.84994665,QR,Electronics,FR,16,0.166408387,0.178603133,0
6091,301,81.14933585,QR,Electronics,UK,10,0.061129137,0.181258997,0
1077,366,72.25003059,POS,Clothing,UK,10,0.244109314,0.271273649,0
9754,616,1094.091909,ATM,Electronics,TR,9,0.996231478,0.89682342,1
8773,486,93.83509768,ATM,Food,UK,23,0.121243991,0.026808828,0
3702,24,118.6083381,POS,Clothing,DE,17,0.067547213,0.151829395,0
5176,354,91.22143954,Online,Grocery,DE,22,0.054281015,0.246180878,0
8888,256,115.0329724,POS,Travel,FR,18,0.058812835,0.256981464,0
6462,641,49.9595403,Online,Grocery,DE,6,0.040891896,0.217540746,0
3102,59,26.85580311,ATM,Food,FR,10,0.091623565,0.096360924,0
7899,960,7.678917047,POS,Travel,DE,22,0.020496749,0.090507479,0
2052,824,75.47381737,QR,Food,DE,14,0.082886244,0.093097192,0
6723,214,101.3414765,POS,Electronics,US,8,0.076786377,0.221206724,0
7907,438,89.86601625,QR,Clothing,DE,19,0.138777219,0.239781094,0
434,433,1,Online,Grocery,TR,20,0.205439273,0.035571111,0
3457,426,137.0582524,QR,Food,TR,15,0.2515918,0.024081831,0
987,887,65.10853559,Online,Electronics,US,16,0.296618474,0.167054905,0
5612,364,97.61459217,QR,Food,FR,9,0.164881919,0.27503181,0
8510,680,64.49704717,Online,Food,DE,6,0.028338646,0.204801433,0
4819,893,6.414244014,POS,Clothing,DE,18,0.290327981,0.146211657,0
1122,880,75.22539277,Online,Food,UK,6,0.187485164,0.263494919,0
4955,636,95.93071529,POS,Electronics,TR,14,0.13705412,0.284205441,0
6092,30,59.84100271,Online,Clothing,TR,15,0.025778712,0.179407451,0
9200,243,47.92667775,ATM,Electronics,TR,6,0.223706172,0.157346619,0
4352,58,106.5524582,POS,Electronics,TR,14,0.068988356,0.016279495,0
5596,610,97.39946096,Online,Clothing,UK,20,0.281541412,0.038593325,0
2422,139,129.2769129,QR,Food,DE,15,0.229754862,0.059163376,0
29,326,82.43639814,ATM,Travel,FR,6,0.178475724,0.19500652,0
804,378,54.31033242,QR,Food,TR,18,0.136071643,0.013860623,0
4614,125,64.17635495,Online,Clothing,US,13,0.14888376,0.143155373,0
2965,988,131.7626532,POS,Grocery,TR,9,0.065947701,0.165023386,0
5276,419,44.76662261,ATM,Electronics,UK,17,0.112567139,0.092849319,0
9036,918,164.8615177,QR,Food,US,10,0.015827888,0.106748115,0
5723,313,21.08548119,ATM,Clothing,FR,17,0.15530451,0.281048207,0
5247,567,131.2045092,Online,Grocery,TR,12,0.080008914,0.210519024,0
5774,868,167.9859228,Online,Clothing,TR,17,0.26658779,0.252601248,0
5491,693,55.62922912,Online,Electronics,US,19,0.234874277,0.16156125,0
3343,327,93.4489949,Online,Clothing,UK,7,0.117977597,0.261026592,0
9478,503,143.9648263,QR,Food,UK,12,0.148497356,0.144430854,0
1433,757,114.4125789,Online,Grocery,FR,6,0.144514831,0.019053041,0
2698,732,50.09480445,QR,Electronics,US,12,0.165605766,0.253639943,0
5858,808,55.15591893,POS,Travel,DE,23,0.137868413,0.16240278,0
9347,792,128.2150676,Online,Travel,DE,9,0.287962605,0.136523008,0
7584,391,141.477461,ATM,Food,FR,18,0.206616035,0.109648923,0
7243,304,110.8588186,Online,Clothing,UK,10,0.009356269,0.121930273,0
6405,721,121.7311204,ATM,Clothing,UK,20,0.041150833,0.270567649,0
5642,821,38.25581863,POS,Grocery,DE,7,0.183670268,0.219222257,0
7209,312,58.82829525,QR,Electronics,TR,8,0.111496838,0.098359493,0
8989,294,67.70937736,ATM,Food,DE,15,0.035784208,0.084067232,0
7730,218,122.0460855,ATM,Grocery,US,21,0.157214518,0.148446509,0
9566,461,3444.773786,ATM,Clothing,FR,4,0.782340806,0.927883737,1
9369,443,109.4888807,Online,Travel,US,17,0.139659358,0.178207975,0
912,700,170.6190336,Online,Food,TR,18,0.21801074,0.132157435,0
4443,610,158.9150722,QR,Electronics,TR,11,0.141527081,0.022083763,0
6745,598,87.64241713,POS,Grocery,DE,6,0.211789307,0.285834037,0
8249,504,172.207166,Online,Grocery,TR,9,0.140750182,0.112527577,0
1844,644,100.659013,QR,Clothing,DE,19,0.206623994,0.294619987,0
6080,485,126.0837325,POS,Travel,US,9,0.11705871,0.203003933,0
3461,512,80.72381478,POS,Clothing,UK,23,0.151429496,0.136760949,0
4284,339,84.82803064,QR,Grocery,UK,19,0.295879721,0.084409197,0
2738,95,65.02695632,ATM,Food,TR,22,0.092348456,0.221456927,0
5162,819,88.40379989,POS,Food,FR,14,0.286664046,0.2581104,0
6042,235,141.7458674,POS,Electronics,DE,17,0.019694552,0.00288497,0
5953,737,242.2938725,ATM,Food,FR,6,0.099060565,0.273639633,0
7395,436,160.2233604,Online,Clothing,FR,16,0.2892874,0.232143205,0
3183,555,105.7726733,ATM,Travel,UK,11,0.077601253,0.058184753,0
9091,537,59.0823769,ATM,Travel,DE,10,0.277180629,0.065693911,0
8126,640,129.0209878,Online,Grocery,TR,12,0.128985893,0.252416767,0
1068,19,60.76623062,QR,Food,FR,17,0.251039487,0.257119668,0
909,800,129.6018413,Online,Food,UK,14,0.229295524,0.17794672,0
6124,504,21.10967974,QR,Grocery,US,8,0.023981075,0.120239069,0
5408,364,173.6451623,ATM,Grocery,US,21,0.175188739,0.153777773,0
3921,428,238.1342266,Online,Grocery,US,10,0.228200543,0.286951251,0
3198,205,60.2727096,ATM,Food,TR,19,0.04788709,0.186716877,0
3558,769,98.57096242,POS,Clothing,US,12,0.17882912,0.291444374,0
6786,605,99.73661117,ATM,Electronics,TR,21,0.287504821,0.188678382,0
3989,246,150.6833543,ATM,Travel,US,6,0.138800901,0.18784707,0
9982,802,10,ATM,Food,FR,4,0.9906954,0.898176478,1
582,38,117.9824579,POS,Electronics,UK,21,0.208226954,0.033588907,0
6897,304,137.1681781,ATM,Clothing,FR,18,0.238850022,0.272482218,0
8947,14,121.1305787,Online,Travel,TR,18,0.232935355,0.093103408,0
1773,919,1,ATM,Food,DE,8,0.018977009,0.18577481,0
7516,239,54.45409682,ATM,Clothing,DE,9,0.001137345,0.252111122,0
3896,901,121.4163707,Online,Electronics,US,10,0.221105613,0.057686494,0
473,558,149.3867551,ATM,Grocery,TR,21,0.129751399,0.105775055,0
6488,70,105.2184391,QR,Grocery,US,20,0.195346466,0.26655585,0
9050,802,90.66760311,POS,Electronics,TR,17,0.195673431,0.280386112,0
9441,949,94.22585518,ATM,Food,DE,19,0.057201716,0.186479072,0
6341,296,101.5436592,Online,Food,US,22,0.171773912,0.039706636,0
8398,519,17.69018498,ATM,Electronics,UK,18,0.217414151,0.018024125,0
6248,6,155.0869825,QR,Food,DE,16,0.073514645,0.131399348,0
6105,83,118.7595008,POS,Grocery,US,18,0.156400574,0.035205391,0
1521,750,44.1567014,QR,Travel,US,15,0.122536325,0.082705633,0
4697,912,114.482676,Online,Clothing,UK,15,0.082494017,0.066871898,0
2250,383,121.7468527,QR,Travel,FR,12,0.09572573,0.032035343,0
9434,758,64.19157418,Online,Travel,FR,11,0.171712895,0.155273875,0
1469,764,108.4622702,POS,Clothing,US,16,0.037862759,0.162967994,0
2441,725,143.4105809,ATM,Electronics,US,20,0.01168293,0.246102541,0
6471,351,138.9286449,ATM,Grocery,US,17,0.142938673,0.251816067,0
6368,928,65.22396424,Online,Electronics,TR,13,0.167280362,0.061326107,0
9101,698,79.27269429,POS,Clothing,DE,23,0.039646886,0.10393836,0
9060,782,92.17518047,QR,Electronics,UK,12,0.123160577,0.169275465,0
7524,374,109.4823699,Online,Electronics,DE,8,0.265674975,0.062249045,0
4328,341,127.7723091,QR,Clothing,TR,19,0.035847673,0.223434782,0
2990,186,118.0095639,Online,Electronics,FR,14,0.134617135,0.183018353,0
9932,473,2186.584742,QR,Food,NG,0,0.855395954,0.80018833,1
6048,122,52.83786187,QR,Electronics,UK,21,0.269828695,0.133237188,0
5569,423,1,ATM,Travel,UK,6,0.123898527,0.080672648,0
1382,661,62.07592004,ATM,Electronics,TR,8,0.056579564,0.230089722,0
3775,562,220.919561,QR,Travel,DE,13,0.289406117,0.288444368,0
2989,833,104.7203477,ATM,Travel,US,11,0.072842824,0.172268688,0
6193,494,13.50471513,QR,Grocery,TR,11,0.175607891,0.22398833,0
7931,665,1,POS,Clothing,UK,19,0.03801879,0.17241634,0
2992,137,206.7843705,ATM,Clothing,DE,22,0.163021162,0.046392002,0
5959,350,130.5871303,QR,Grocery,FR,9,0.056308568,0.063499631,0
7269,977,113.2180964,POS,Clothing,TR,10,0.035444867,0.12937221,0
1729,263,55.35290159,POS,Clothing,FR,12,0.016188197,0.128203178,0
3262,325,121.8911439,Online,Travel,US,15,0.282605786,0.204538991,0
9612,854,1220.173695,Online,Travel,TR,18,0.782529254,0.836910635,1
4640,638,32.82496351,POS,Travel,FR,21,0.17479843,0.125888944,0
2036,423,104.3664352,Online,Clothing,TR,7,0.088145227,0.144993044,0
8100,42,1.255248447,Online,Grocery,US,10,0.166691869,0.120788628,0
3327,522,79.12269669,POS,Travel,DE,17,0.220794806,0.132573533,0
9636,451,22.16842906,QR,Food,UK,4,0.890304493,0.898183477,1
7580,548,119.127041,QR,Food,US,17,0.012955526,0.080552444,0
